taxonomic_chain,nmol
Fungi-Ascomycota-Lecanoromycetes-Lecanorales-Parmeliaceae-Punctelia-Parmelia subrudecta,15
Viridiplantae-Streptophyta-Magnoliopsida-Oxalidales-Oxalidaceae-Oxalis-Oxalis purpurea,15
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Acanthaceae-Justicia-Adhatoda vasica,15
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Lecocarpus-Lecocarpus lecocarpoides,15
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Datura-Datura leichhardtii,15
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Carthamus-Carthamus glaucus,15
Bacillati-Actinomycetota-Actinomycetes-Pseudonocardiales-Pseudonocardiaceae-Lentzea-Lentzea albida,15
Viridiplantae-Streptophyta-Magnoliopsida-Brassicales-Brassicaceae-Lepidium-Cardaria draba,15
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Angelica-Angelica decurrens,15
Fungi-Basidiomycota-Agaricomycetes-Agaricales-Pleurotaceae-Pleurotus-Pleurotus cornucopiae,15
Viridiplantae-Streptophyta-Magnoliopsida-Cucurbitales-Cucurbitaceae-Thladiantha-Thladiantha dubia,15
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Myroxylon-Myroxylon balsamum,15
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Chenopodiaceae-Halocnemum-Halocnemum strobilaceum,15
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Solanum-Solanum robustum,15
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Annonaceae-Monoon-Monoon viride,15
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Chenopodiaceae-Arthrocaulon-Arthrocnemum glaucum,15
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Amaryllidaceae-Allium-Allium schubertii,15
Viridiplantae-Streptophyta-Pinopsida-Pinales-Pinaceae-Abies-Abies magnifica,15
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Rubiaceae-Pentas-Pentas lanceolata,15
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Crotalaria-Crotalaria axillaris,15
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Polygonaceae-Rumex-Rumex bequaertii,15
Fungi-Basidiomycota-Agaricomycetes-Polyporales-Meruliaceae-Phlebia-Phlebia radiata,15
Viridiplantae-Streptophyta-Pinopsida-Cupressales-Cupressaceae-Fitzroya-Fitzroya cupressoides,15
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ebenaceae-Diospyros-Diospyros zombensis,15
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Papaveraceae-Dicentra-Dicentra cucullaria,15
Bacillati-Cyanobacteriota-Cyanophyceae-Pseudanabaenales-Pseudanabaenaceae-Limnothrix-Limnothrix rosea,15
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Albizia-Albizia adinocephala,15
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Myristicaceae-Knema-Knema laurina,15
Metazoa-Cnidaria-Anthozoa-Scleractinia-Acroporidae-Montipora-Montipora digitata,15
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Ranunculaceae-Thalictrum-Thalictrum dioicum,15
Metazoa-Arthropoda-Insecta-Hymenoptera-Formicidae-Manica-Manica rubida,15
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Aspergillaceae-Aspergillus-Aspergillus violaceofuscus,15
Bacillati-Cyanobacteriota-Cyanophyceae-Nostocales-Aphanizomenonaceae-Cylindrospermopsis-Raphidiopsis raciborskii,15
Metazoa-Arthropoda-Malacostraca-Decapoda-Cambaridae-Procambarus-Procambarus clarkii,15
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Amaryllidaceae-Crinum-Crinum americanum,15
Metazoa-Chordata-Mammalia-Lagomorpha-Leporidae-Lepus-Lepus timidus,15
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Anacardiaceae-Pistacia-Pistacia terebinthus,15
Fungi-Ascomycota-Lecanoromycetes-Lecanorales-Parmeliaceae-Xanthoparmelia-Parmelia reptans,15
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Helichrysum-Helichrysum armenium,15
Viridiplantae-Streptophyta-Magnoliopsida-Alismatales-Araceae-Arisaema-Arisaema tortuosum,15
Fungi-Basidiomycota-Agaricomycetes-Agaricales-Tricholomataceae-Tricholoma-Tricholoma pardinum,15
Fungi-Ascomycota-Pichiomycetes-Pichiales-Pichiaceae-Pichia-Pichia membranifaciens,15
Fungi-Ascomycota-Sordariomycetes-Hypocreales-Stachybotryaceae-Stachybotrys-Stachybotrys echinatus,15
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Crepidiastrum-Crepidiastrum keiskeanum,15
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Asphodelaceae-Aloe-Aloe rupestris,15
Viridiplantae-Streptophyta-Polypodiopsida-Cyatheales-Dicksoniaceae-Dicksonia-Dicksonia antarctica,15
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Gentianaceae-Gentiana-Gentiana siphonantha,15
Metazoa-Arthropoda-Insecta-Hemiptera-Aphididae-Aphis-Aphis spiraecola,15
Viridiplantae-Streptophyta-Magnoliopsida-Arecales-Arecaceae-Chamaerops-Chamaerops humilis,15
Metazoa-Chordata-Actinopteri-Perciformes-Sebastidae-Sebastes-Sebastes alutus,15
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ericaceae-Vaccinium-Vaccinium bracteatum,15
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Rubiaceae-Ciliosemina-Ciliosemina pedunculata,15
Viridiplantae-Streptophyta-Magnoliopsida-Brassicales-Brassicaceae-Diptychocarpus-Diptychocarpus strictus,15
Bacillati-Bacillota-Bacilli-Bacillales-Caryophanaceae-Jeotgalibacillus-Jeotgalibacillus marinus,15
Bacillati-Actinomycetota-Actinomycetes-Mycobacteriales-Nocardiaceae-Nocardia-Nocardia asteroides,15
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Myristicaceae-Myristica-Myristica maingayi,15
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Pteridaceae-Pteris-Pteris ensiformis,15
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Artemisia-Artemisia freyniana,15
Viridiplantae-Streptophyta-Magnoliopsida-Geraniales-Geraniaceae-Geranium-Geranium robertianum,15
Fungi-Ascomycota-Lecanoromycetes-Caliciales-Caliciaceae-Dimelaena-Dimelaena oreina,15
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Burseraceae-Bursera-Bursera suntui,15
Fungi-Ascomycota-Lecanoromycetes-Lecanorales-Lecanoraceae-Lecanora-Lecanora hybocarpa,15
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ericaceae-Vaccinium-Oxycoccus quadripetalus,15
Bacillati-Bacillota-Bacilli-Bacillales-Bacillaceae-Bacillus-Bacillus velezensis,15
Metazoa-Cnidaria-Anthozoa-Scleractinia-Merulinidae-Echinopora-Echinopora lamellosa,15
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Aspergillaceae-Aspergillus-Emericella nidulans,15
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces flavidovirens,15
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Nicotiana-Nicotiana forsteri,15
Viridiplantae-Streptophyta-Magnoliopsida-Zingiberales-Zingiberaceae-Etlingera-Alpinia speciosa,15
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Ranunculaceae-Delphinium-Delphinium cossonianum,15
Fungi-Basidiomycota-Agaricomycetes-Polyporales-Fomitopsidaceae-Fomitopsis-Fomitopsis palustris,15
Fungi-Ascomycota-Dothideomycetes-Pleosporales-Didymellaceae-Phoma-Phoma herbarum PSU-H256,14
Viridiplantae-Streptophyta-Magnoliopsida-Boraginales-Heliotropiaceae-Heliotropium-Heliotropium filifolium,14
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Mikania-Mikania triangularis,14
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Trichocomaceae-Talaromyces-Talaromyces amestolkiae YX1,14
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Salicaceae-Dovyalis-Aberia caffra,14
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Papaveraceae-Adlumia-Adlumia fungosa,14
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Orobanchaceae-Rhinanthus-Rhinanthus angustifolius,14
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Myristicaceae-Virola-Virola michelii,14
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Dioncophyllaceae-Habropetalum-Habropetalum dawei,14
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Ferula-Ferula szowitsiana,14
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rosaceae-Aruncus-Aruncus dioicus var. kamtschaticus,14
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Ranunculaceae-Actaea-Actaea pachypoda,14
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Melolobium-Melolobium candicans,14
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Simaroubaceae-Quassia-Quassia africana,14
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Solanum-Solanum crispum,14
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Lamiaceae-Holmskioldia-Holmskioldia sanguinea,14
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Sapotaceae-Tieghemella-Dumoria heckelii,14
Viridiplantae-Streptophyta-Magnoliopsida-Geraniales-Geraniaceae-Geranium-Geranium pusillum,14
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Helichrysum-Helichrysum argyrophyllum,14
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Ranunculaceae-Consolida-Delphinium glandulosum,14
Viridiplantae-Streptophyta-Pinopsida-Cupressales-Cupressaceae-Callitropsis-Cupressus funebris,14
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Euphorbiaceae-Euphorbia-Euphorbia stepposa,14
Metazoa-Chordata-Actinopteri-Pleuronectiformes-Pleuronectidae-Limanda-Limanda limanda,14
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Ranunculaceae-Consolida-Consolida hellespontica,14
Viridiplantae-Streptophyta-Magnoliopsida-Geraniales-Geraniaceae-Erodium-Erodium moschatum,14
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Simsia-Simsia foetida,14
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Artemisia-Artemisia glauca,14
Viridiplantae-Streptophyta-Lycopodiopsida-Selaginellales-Selaginellaceae-Selaginella-Selaginella lepidophylla,14
nan-Rhodophyta-Florideophyceae-Corallinales-Corallinaceae-Ellisolandia-Ellisolandia elongata,14
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rosaceae-Malus-Malus sylvestris,14
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Bignoniaceae-Campsis-Campsis radicans,14
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Gnaphalium-Gnaphalium polycaulon,14
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Orobanchaceae-Orobanche-Orobanche minor,14
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Burseraceae-Boswellia-Boswellia frereana,14
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Polypodiaceae-Phlebodium-Phlebodium decumanum,14
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Pteridaceae-Pteris-Pteris denticulata,14
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Phrymaceae-Lancea-Lancea tibetica,14
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Araliaceae-Hedera-Hedera pastuchovii,14
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Sapotaceae-Manilkara-Manilkara kauki,14
Viridiplantae-Streptophyta-Bryopsida-Hypnales-Fontinalaceae-Fontinalis-Fontinalis antipyretica,14
Viridiplantae-Streptophyta-Magnoliopsida-Poales-Cyperaceae-Schoenus-Schoenus apogon,14
Fungi-Basidiomycota-Agaricomycetes-Boletales-Boletaceae-Boletus-Boletus edulis,14
Viridiplantae-Streptophyta-Magnoliopsida-Brassicales-Resedaceae-Reseda-Reseda alba,14
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Aspergillaceae-Monascus-Monascus anka,14
Viridiplantae-Streptophyta-Magnoliopsida-Myrtales-Myrtaceae-Lophostemon-Lophostemon confertus,14
nan-nan-Phaeophyceae-Sporochnales-Sporochnaceae-Perithalia-Perithalia caudata,14
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ericaceae-Monotropa-Monotropa uniflora,14
Viridiplantae-Streptophyta-Magnoliopsida-Boraginales-Cordiaceae-Cordia-Auxemma oncocalyx,14
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Dennstaedtiaceae-Monachosorum-Monachosorum flagellare,14
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Montiaceae-Lyallia-Lyallia kerguelensis,14
Viridiplantae-Streptophyta-Magnoliopsida-Brassicales-Salvadoraceae-Azima-Azima tetracantha,14
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Cassia-Cassia grandis,14
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Sapindaceae-Allophylus-Allophylus cobbe,14
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Rubiaceae-Carapichea-Psychotria ipecacuanha,14
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Ranunculaceae-Ranunculus-Ranunculus cantoniensis,14
Viridiplantae-Streptophyta-Magnoliopsida-Poales-Juncaceae-Juncus-Juncus inflexus,14
Viridiplantae-Streptophyta-Magnoliopsida-Alismatales-Potamogetonaceae-Potamogeton-Potamogeton nodosus,14
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Papaveraceae-Romneya-Romneya coulteri,14
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Araliaceae-Eleutherococcus-Eleutherococcus gracilistylus,14
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Annonaceae-Toussaintia-Toussaintia orientalis,14
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Arrowsmithia-Macowania corymbosa,14
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Cicerbita-Cicerbita alpina,14
Viridiplantae-Streptophyta-Magnoliopsida-Brassicales-Brassicaceae-Carrichtera-Carrichtera annua,14
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Campanulaceae-Siphocampylus-Siphocampylus westinianus,14
Viridiplantae-Streptophyta-Magnoliopsida-Laurales-Lauraceae-Lindera-Lindera benzoin,14
Viridiplantae-Streptophyta-Polypodiopsida-Cyatheales-Cyatheaceae-Gymnosphaera-Cyathea podophylla,14
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Oleaceae-Syringa-Syringa komarowii,14
Pseudomonadati-Chlorobiota-Chlorobiia-Chlorobiales-Chlorobiaceae-Chlorobium-Chlorobium phaeobacteroides,14
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ebenaceae-Diospyros-Diospyros discolor,14
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Xanthopappus-Xanthopappus subacaulis,14
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ericaceae-Rhododendron-Rhododendron ellipticum,14
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Orobanchaceae-Orobanche-Orobanche rapum-genistae,14
Metazoa-Mollusca-Polyplacophora-Chitonida-Mopaliidae-Cryptochiton-Cryptochiton stelleri,14
Viridiplantae-Streptophyta-Jungermanniopsida-Porellales-Porellaceae-Porella-Porella platyphylla,14
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Rubiaceae-Catunaregam-Catunaregam nilotica,14
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Todaroa-Todaroa aurea,14
Viridiplantae-Streptophyta-Magnoliopsida-Cucurbitales-Cucurbitaceae-Cayaponia-Cayaponia racemosa,14
Pseudomonadati-Myxococcota-nan-Haliangiales-Kofleriaceae-Haliangium-Haliangium ochraceum,14
Viridiplantae-Streptophyta-Magnoliopsida-Poales-Cyperaceae-Hypolytrum-Hypolytrum nemorum,14
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Bignoniaceae-Fridericia-Fridericia patellifera,14
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Albizia-Albizia zygia,14
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Venegasia-Venegasia carpesioides,14
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Solanum-Solanum chilense,14
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Stilbaceae-Nuxia-Nuxia oppositifolia,14
Bacillati-Cyanobacteriota-Cyanophyceae-Oscillatoriales-Oscillatoriaceae-Phormidium-Phormidium tenue,14
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Tamaricaceae-Myricaria-Myricaria germanica,14
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Tamaricaceae-Myricaria-Myricaria bracteata,14
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Chenopodiaceae-Krascheninnikovia-Krascheninnikovia ceratoides,14
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Bignoniaceae-Jacaranda-Jacaranda mimosifolia,14
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Meliaceae-Didymocheton-Dysoxylum spectabile,14
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces catenulae,14
Metazoa-Chordata-Actinopteri-Myctophiformes-Neoscopelidae-Neoscopelus-Neoscopelus microchir,14
Metazoa-Chordata-Amphibia-Caudata-Proteidae-Necturus-Necturus maculosus,14
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Plantaginaceae-Linaria-Linaria genistifolia,14
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Physalis-Physalis chenopodifolia,14
Viridiplantae-Streptophyta-Lycopodiopsida-Selaginellales-Selaginellaceae-Selaginella-Selaginella apoda,14
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rosaceae-Alchemilla-Alchemilla vulgaris,14
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Apocynaceae-Haplophyton-Haplophyton crooksii,14
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Senna-Cassia angustifolia,14
Bacillati-Actinomycetota-Actinomycetes-Pseudonocardiales-Pseudonocardiaceae-Amycolatopsis-Amycolatopsis orientalis,14
Bacillati-Cyanobacteriota-Cyanophyceae-Chroococcales-Microcystaceae-Microcystis-Microcystis ichthyoblabe,14
Viridiplantae-Streptophyta-Magnoliopsida-Garryales-Garryaceae-Aucuba-Aucuba japonica,14
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Artemisia-Artemisia lagopus,14
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Caragana-Caragana frutex,14
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Annonaceae-Isolona-Isolona campanulata,14
Viridiplantae-Streptophyta-Magnoliopsida-Liliales-Liliaceae-Notholirion-Notholirion bulbuliferum,14
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Plantaginaceae-Plantago-Plantago atrata,14
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Ranunculaceae-Consolida-Delphinium hellesponticum,14
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Aspergillaceae-Aspergillus-Aspergillus hancockii,14
Viridiplantae-Streptophyta-Pinopsida-Pinales-Pinaceae-Pinus-Pinus muricata,14
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Annonaceae-Xylopia-Xylopia frutescens,14
Metazoa-Arthropoda-Malacostraca-Decapoda-Palinuridae-Panulirus-Panulirus cygnus,14
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Caragana-Caragana microphylla,14
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Geigeria-Geigeria acaulis,14
Bacillati-Actinomycetota-Actinomycetes-Mycobacteriales-Gordoniaceae-Gordonia-Gordonia terrae,14
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Sapotaceae-Synsepalum-Synsepalum dulcificum,14
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Papaveraceae-Papaver-Papaver hybridum,14
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Primulaceae-Lysimachia-Lysimachia davurica,14
Viridiplantae-Chlorophyta-Chlorophyceae-Chlamydomonadales-Protosiphonaceae-Protosiphon-Protosiphon botryoides,14
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Meliaceae-Trichilia-Trichilia elegans,14
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Euphorbiaceae-Euphorbia-Euphorbia virgata,14
Metazoa-Chordata-Mammalia-Proboscidea-Elephantidae-Elephas-Elephas maximus,14
Viridiplantae-Streptophyta-Magnoliopsida-Fagales-Fagaceae-Quercus-Quercus pyrenaica,14
Viridiplantae-Streptophyta-Magnoliopsida-Poales-Poaceae-Phalaris-Phalaris coerulescens,14
Viridiplantae-Streptophyta-Magnoliopsida-Laurales-Lauraceae-Persea-Persea major,14
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Plantaginaceae-Chaenorhinum-Chaenorhinum minus,14
Fungi-Basidiomycota-Agaricomycetes-Gloeophyllales-Gloeophyllaceae-Gloeophyllum-Gloeophyllum abietinum,14
Metazoa-Chordata-Amphibia-Anura-Bufonidae-Atelopus-Atelopus chiriquiensis,14
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces endus,14
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Asparagaceae-Polygonatum-Polygonatum cyrtonema,14
Metazoa-Cnidaria-Anthozoa-Scleractinia-Dendrophylliidae-Tubastraea-Tubastraea coccinea,14
Pseudomonadati-Pseudomonadota-Gammaproteobacteria-Pseudomonadales-Marinobacteraceae-Marinobacter-Marinobacter hydrocarbonoclasticus,14
nan-Rhodophyta-Florideophyceae-Ceramiales-Ceramiaceae-Centroceras-Centroceras clavulatum,14
Fungi-Ascomycota-Sordariomycetes-Hypocreales-Clavicipitaceae-Metarhizium-Metarhizium flavoviride,14
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Euryops-Euryops spathaceus,14
Fungi-Ascomycota-Sordariomycetes-Hypocreales-Ophiocordycipitaceae-Ophiocordyceps-Ophiocordyceps unilateralis,14
Viridiplantae-Streptophyta-Magnoliopsida-Liliales-Smilacaceae-Smilax-Smilax riparia,14
Bacillati-Cyanobacteriota-Cyanophyceae-Nostocales-Aphanizomenonaceae-Sphaerospermopsis-Sphaerospermopsis torques-reginae,14
Viridiplantae-Streptophyta-Magnoliopsida-Liliales-Liliaceae-Lilium-Lilium henryi,14
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Bidens-Bidens alba,14
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Meliaceae-Trichilia-Trichilia dregeana,14
Viridiplantae-Streptophyta-Magnoliopsida-Cucurbitales-Cucurbitaceae-Coccinia-Coccinia grandis,14
Fungi-Ascomycota-Lecanoromycetes-Lecanorales-Lecanoraceae-Miriquidica-Miriquidica leucophaea,14
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Crotalaria-Crotalaria incana,14
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Petunia-Petunia exserta,14
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Anthemis-Anthemis plutonia,14
Viridiplantae-Streptophyta-Magnoliopsida-Piperales-Piperaceae-Piper-Piper glabratum,14
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces somaliensis,14
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Meliaceae-Neobeguea-Neobeguea mahafalensis,14
Fungi-Basidiomycota-Agaricomycetes-Hymenochaetales-Hymenochaetaceae-Porodaedalea-Polyporus pini,14
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Meliaceae-Aglaia-Aglaia archboldiana,14
Fungi-Ascomycota-Sordariomycetes-Hypocreales-Cordycipitaceae-Simplicillium-Acremonium byssoides,14
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces atroolivaceus,14
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Rubiaceae-Oldenlandia-Oldenlandia hedyotidea,14
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Menispermaceae-Pycnarrhena-Pycnarrhena novoguineensis,14
Viridiplantae-Streptophyta-Magnoliopsida-Brassicales-Brassicaceae-Iberis-Iberis umbellata,14
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Dendrolobium-Dendrolobium lanceolatum,14
Metazoa-Arthropoda-Insecta-Lepidoptera-Noctuidae-Spodoptera-Spodoptera exigua,14
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Convolvulaceae-Ipomoea-Ipomoea quamoclit,14
Fungi-Basidiomycota-Agaricomycetes-Agaricales-Physalacriaceae-Rhodotus-Rhodotus palmatus,14
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rosaceae-Dryas-Dryas octopetala,14
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Menispermaceae-Abuta-Abuta grandifolia,14
Metazoa-Arthropoda-Insecta-Lepidoptera-Sphingidae-Daphnis-Daphnis nerii,14
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ericaceae-Arctostaphylos-Arctostaphylos columbiana,14
Viridiplantae-Streptophyta-Magnoliopsida-Poales-Poaceae-Arrhenatherum-Arrhenatherum elatius,14
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces longisporus,14
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Heptaptera-Heptaptera anisoptera,14
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Genista-Genista tridentata,14
Metazoa-Chordata-Mammalia-Artiodactyla-Bovidae-Sylvicapra-Sylvicapra grimmia,14
Viridiplantae-Streptophyta-Magnoliopsida-Myrtales-Myrtaceae-Xanthostemon-Xanthostemon chrysanthus,14
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Lamiaceae-Scutellaria-Scutellaria rehderiana,14
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Ranunculaceae-Delphinium-Delphinium delavayi,14
Viridiplantae-Streptophyta-Magnoliopsida-Vitales-Vitaceae-Tetrastigma-Tetrastigma hemsleyanum,14
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Euphorbiaceae-Alchornea-Alchornea floribunda,14
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ericaceae-Rhododendron-Rhododendron sichotense,14
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Heterocoma-Heterocoma ekmaniana,14
