taxonomic_chain,nmol
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Polygalaceae-Polygala-Polygala arillata,51
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Artemisia-Artemisia sieversiana,51
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Menispermaceae-Stephania-Stephania longa,51
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Lamiaceae-Minthostachys-Minthostachys mollis,51
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Simaroubaceae-Samadera-Samadera bidwillii,51
Viridiplantae-Streptophyta-Magnoliopsida-Saxifragales-Crassulaceae-Rhodiola-Rhodiola sacra,51
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Euphorbiaceae-Joannesia-Joannesia princeps,51
Fungi-Basidiomycota-Agaricomycetes-Polyporales-Polyporaceae-Tomophagus-Ganoderma colossus,51
Metazoa-Chordata-Amphibia-Anura-Dendrobatidae-Phyllobates-Phyllobates aurotaenia,51
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Solidago-Solidago flexicaulis,51
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Plantaginaceae-Globularia-Globularia alypum,51
Viridiplantae-Streptophyta-Pinopsida-Cupressales-Cupressaceae-Chamaecyparis-Fokienia hodginsii,51
Viridiplantae-Streptophyta-Bryopsida-Bryales-Bryaceae-Bryum-Bryum argenteum,51
Metazoa-Chordata-nan-Crocodylia-Alligatoridae-Caiman-Caiman crocodilus,51
Viridiplantae-Streptophyta-Pinopsida-Araucariales-Podocarpaceae-Dacrycarpus-Dacrycarpus imbricatus,51
Fungi-Ascomycota-Dothideomycetes-Botryosphaeriales-Botryosphaeriaceae-Neofusicoccum-Neofusicoccum mangiferae,51
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Ixeris-Ixeris repens,51
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Chresta-Chresta sphaerocephala,51
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces lusitanus,51
nan-nan-Phaeophyceae-Fucales-Fucaceae-Ascophyllum-Ascophyllum nodosum,51
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Eryngium-Eryngium campestre,51
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Meliaceae-Guarea-Guarea guidonia,51
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Lamiaceae-Galeopsis-Galeopsis tetrahit,51
Bacillati-Cyanobacteriota-Cyanophyceae-Nostocales-Nostocaceae-Nostoc-Nostoc spongiaeforme,51
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Genista-Genista cinerea,51
Pseudomonadati-Pseudomonadota-Gammaproteobacteria-Moraxellales-Moraxellaceae-Acinetobacter-Acinetobacter junii,50
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Rutaceae-Glycosmis-Glycosmis trichanthera,50
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Rutaceae-Balfourodendron-Balfourodendron riedelianum,50
Metazoa-Mollusca-Gastropoda-Neogastropoda-Muricidae-Drupella-Drupella fragum,50
Viridiplantae-Streptophyta-Magnoliopsida-Zingiberales-Zingiberaceae-Aframomum-Amomum zambesiacum,50
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Rubiaceae-Isertia-Isertia haenkeana,50
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Portulacaceae-Portulaca-Portulaca pilosa,50
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Hyacinthaceae-Drimia-Drimia fugax,50
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Menispermaceae-Cocculus-Cocculus trilobus,50
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Heliopsis-Heliopsis helianthoides,50
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Ancistrocladaceae-Ancistrocladus-Ancistrocladus korupensis,50
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Burseraceae-Canarium-Canarium strictum,50
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Ranunculaceae-Aconitum-Aconitum tanguticum,50
Viridiplantae-Streptophyta-Magnoliopsida-Poales-Poaceae-Chrysopogon-Vetiveria zizanioides,50
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rosaceae-Rosa-Rosa agrestis,50
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Rubiaceae-Schumanniophyton-Schumanniophyton magnificum,50
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Apocynaceae-Cynanchum-Cynanchum auriculatum,50
Viridiplantae-Streptophyta-Magnoliopsida-Canellales-Canellaceae-Cinnamosma-Cinnamosma macrocarpa,50
Fungi-Ascomycota-Saccharomycetes-Saccharomycetales-Saccharomycetaceae-Zygosaccharomyces-Zygosaccharomyces rouxii,50
nan-nan-Phaeophyceae-Fucales-Sargassaceae-Carpodesmia-Cystoseira tamariscifolia,50
Viridiplantae-Streptophyta-Magnoliopsida-Pandanales-Stemonaceae-Stemona-Stemona parviflora,50
Fungi-Ascomycota-Dothideomycetes-Pleosporales-Didymellaceae-Phoma-Phoma herbarum,50
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Lupinus-Lupinus multiflorus,50
Fungi-Basidiomycota-Agaricomycetes-Agaricales-Lycoperdaceae-Calvatia-Calvatia gigantea,50
Bacillati-Actinomycetota-Actinomycetes-Streptosporangiales-Streptosporangiaceae-Nonomuraea-Nonomuraea spiralis,50
Metazoa-Chordata-Mammalia-Perissodactyla-Rhinocerotidae-Rhinoceros-Rhinoceros sondaicus,50
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Polygonaceae-Rheum-Rheum emodi,50
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Berberidaceae-Epimedium-Epimedium diphyllum,50
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Thermoascaceae-Paecilomyces-Paecilomyces variotii,50
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Pteridaceae-Jamesonia-Jamesonia scammaniae,50
Viridiplantae-Streptophyta-Magnoliopsida-Arecales-Arecaceae-Sabal-Sabal causiarum,50
Viridiplantae-Streptophyta-Pinopsida-Pinales-Pinaceae-Pseudolarix-Pseudolarix kaempferi,50
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rosaceae-Argentina-Potentilla anserina,50
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Primulaceae-Embelia-Embelia ribes,50
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Euphorbiaceae-Triadica-Triadica sebifera,50
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Thelypteridaceae-Phegopteris-Pseudophegopteris subaurita,50
Viridiplantae-Streptophyta-Magnoliopsida-Dipsacales-Adoxaceae-Viburnum-Viburnum tinus,50
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Datura-Datura wrightii,50
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Cotula-Brocchia cinerea,50
Fungi-Ascomycota-Eurotiomycetes-Eurotiales-Aspergillaceae-Aspergillus-Aspergillus cristatus,50
Fungi-Ascomycota-Eurotiomycetes-Onygenales-Onygenaceae-Chrysosporium-Chrysosporium queenslandicum,50
Viridiplantae-Streptophyta-Pinopsida-Araucariales-Podocarpaceae-Prumnopitys-Prumnopitys andina,50
Viridiplantae-Streptophyta-Pinopsida-Pinales-Pinaceae-Abies-Abies veitchii,50
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Acanthospermum-Acanthospermum australe,50
Fungi-Basidiomycota-Agaricomycetes-Agaricales-Agaricaceae-Coprinus-Coprinus comatus,50
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Melanthera-Wedelia prostrata,50
Viridiplantae-Streptophyta-Magnoliopsida-Austrobaileyales-Schisandraceae-Kadsura-Kadsura longipedunculata,50
Viridiplantae-Streptophyta-Magnoliopsida-Commelinales-Haemodoraceae-Xiphidium-Xiphidium caeruleum,50
Viridiplantae-Streptophyta-Jungermanniopsida-Jungermanniales-Jungermanniaceae-Jungermannia-Jungermannia exsertifolia,50
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces koyangensis,50
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Orobanchaceae-Castilleja-Castilleja sulphurea,50
Fungi-Basidiomycota-Agaricomycetes-Russulales-Russulaceae-Lactifluus-Lactarius piperatus,50
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Plantaginaceae-Plantago-Plantago subulata,50
Viridiplantae-Streptophyta-Pinopsida-Araucariales-Podocarpaceae-Podocarpus-Podocarpus lawrencei,50
Viridiplantae-Streptophyta-Magnoliopsida-Santalales-Viscaceae-Viscum-Viscum articulatum,50
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Salicaceae-Dovyalis-Dovyalis abyssinica,50
Pseudomonadati-Myxococcota-Myxococcia-Myxococcales-Archangiaceae-Stigmatella-Stigmatella aurantiaca,50
Metazoa-Chordata-Actinopteri-Cypriniformes-Cyprinidae-Carassius-Carassius auratus,50
Bacillati-Cyanobacteriota-Cyanophyceae-Coleofasciculales-Coleofasciculaceae-Moorena-Moorea bouillonii,50
Viridiplantae-Streptophyta-Magnoliopsida-Saxifragales-Daphniphyllaceae-Daphniphyllum-Daphniphyllum paxianum,50
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Rubiaceae-Hintonia-Hintonia latiflora,50
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Vachellia-Vachellia karroo,49
Viridiplantae-Streptophyta-Magnoliopsida-Dioscoreales-Dioscoreaceae-Dioscorea-Dioscorea tokoro,49
Viridiplantae-Streptophyta-Magnoliopsida-Fagales-Betulaceae-Alnus-Alnus hirsuta,49
Fungi-Ascomycota-Dothideomycetes-Pleosporales-Pleosporaceae-Alternaria-Alternaria solani,49
Metazoa-Chordata-Actinopteri-Salmoniformes-Salmonidae-Oncorhynchus-Oncorhynchus mykiss,49
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Plantaginaceae-Linaria-Linaria vulgaris,49
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Burseraceae-Commiphora-Commiphora kua,49
Viridiplantae-Streptophyta-Magnoliopsida-Brassicales-Brassicaceae-Erysimum-Erysimum cheiranthoides,49
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Chrysobalanaceae-Atuna-Atuna racemosa,49
Fungi-Ascomycota-Lecanoromycetes-Lecanorales-Parmeliaceae-Usnea-Usnea florida,49
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Artemisia-Artemisia cana,49
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Cirsium-Cirsium oleraceum,49
Metazoa-Chordata-Lepidosauria-Squamata-Viperidae-Bitis-Bitis arietans,49
Viridiplantae-Streptophyta-Pinopsida-Pinales-Pinaceae-Pinus-Pinus heldreichii,49
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Simaroubaceae-Brucea-Brucea mollis,49
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Lamiaceae-Agastache-Agastache foeniculum,49
Fungi-Ascomycota-Pichiomycetes-Serinales-Debaryomycetaceae-Candida-Candida albicans,49
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Cladanthus-Cladanthus arabicus,49
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Solanum-Solanum abutiloides,49
Viridiplantae-Streptophyta-Magnoliopsida-Brassicales-Brassicaceae-Thlaspi-Thlaspi arvense,49
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Menispermaceae-Stephania-Stephania venosa,49
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Helianthus-Helianthus maximiliani,49
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Parochetus-Parochetus communis,49
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Polygonaceae-Rumex-Rumex conglomeratus,49
Viridiplantae-Streptophyta-Polypodiopsida-Polypodiales-Blechnaceae-Parablechnum-Parablechnum minus,49
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Entada-Entada rheedei,49
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Plantaginaceae-Veronica-Veronica hederifolia,49
Metazoa-Chordata-Amphibia-Anura-Ranidae-Pelophylax-Pelophylax plancyi,49
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Magnoliaceae-Magnolia-Magnolia montana,49
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Hypericaceae-Cratoxylum-Cratoxylum pruniflorum,49
Fungi-Ascomycota-Lecanoromycetes-Teloschistales-Teloschistaceae-Rusavskia-Rusavskia elegans,49
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Rutaceae-Casimiroa-Casimiroa edulis,49
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Dicoma-Dicoma capensis,49
Metazoa-Mollusca-Bivalvia-Ostreida-Ostreidae-Crassostrea-Ostrea virginica,49
Viridiplantae-Streptophyta-Bryopsida-Hypnales-Plagiotheciaceae-Plagiothecium-Buckiella undulata,49
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Mucuna-Mucuna birdwoodiana,49
Viridiplantae-Streptophyta-Magnoliopsida-Chloranthales-Chloranthaceae-Chloranthus-Chloranthus henryi,49
Fungi-Basidiomycota-Agaricomycetes-Hymenochaetales-Hymenochaetaceae-Phellinus-Phellinus tremulae,49
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Ulmaceae-Ulmus-Ulmus americana,49
Viridiplantae-Streptophyta-Magnoliopsida-Vitales-Vitaceae-Vitis-Vitis heyneana,49
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Ranunculaceae-Hydrastis-Hydrastis canadensis,49
Viridiplantae-Streptophyta-Magnoliopsida-Myrtales-Myrtaceae-Eugenia-Eugenia uniflora,49
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Sapindaceae-Acer-Acer caudatifolium,49
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Lamiaceae-Lepechinia-Lepechinia caulescens,49
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Magnoliaceae-Magnolia-Magnolia champaca,49
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Gesneriaceae-Aeschynanthus-Aeschynanthus bracteatus,49
Fungi-Basidiomycota-Agaricomycetes-Polyporales-Polyporaceae-Coriolopsis-Coriolopsis gallica,49
nan-Rhodophyta-Florideophyceae-Gracilariales-Gracilariaceae-Gracilaria-Gracilaria textorii,49
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Sphaeranthus-Sphaeranthus africanus,49
Metazoa-Chordata-Ascidiacea-Aplousobranchia-Polycitoridae-Cystodytes-Cystodytes dellechiajei,49
Metazoa-Arthropoda-Insecta-Blattodea-Kalotermitidae-Cryptotermes-Cryptotermes cynocephalus,49
Viridiplantae-Streptophyta-Magnoliopsida-Dioscoreales-Dioscoreaceae-Dioscorea-Dioscorea villosa,49
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Apocynaceae-Hunteria-Hunteria umbellata,49
Viridiplantae-Streptophyta-Magnoliopsida-Cucurbitales-Cucurbitaceae-Sicyos-Sicyos angulatus,49
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Cosmos-Cosmos bipinnatus,49
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Araliaceae-Panax-Panax stipuleanatus,48
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Glycyrrhiza-Glycyrrhiza lepidota,48
Viridiplantae-Streptophyta-Magnoliopsida-Fagales-Betulaceae-Betula-Betula ermanii,48
Viridiplantae-Streptophyta-Magnoliopsida-Crossosomatales-Stachyuraceae-Stachyurus-Stachyurus praecox,48
Viridiplantae-Streptophyta-Magnoliopsida-Myrtales-Myrtaceae-Eucalyptus-Eucalyptus radiata,48
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces nigrescens,48
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Styracaceae-Styrax-Styrax ferrugineus,48
Viridiplantae-Streptophyta-Magnoliopsida-Magnoliales-Myristicaceae-Knema-Knema furfuracea,48
Viridiplantae-Streptophyta-Magnoliopsida-Boraginales-Boraginaceae-Borago-Borago officinalis,48
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces cinnamonensis,48
Viridiplantae-Streptophyta-Pinopsida-Pinales-Pinaceae-Picea-Picea pungens,48
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Solanaceae-Nierembergia-Nierembergia hippomanica,48
Bacillati-Cyanobacteriota-Cyanophyceae-Nostocales-Fortieaceae-Aulosira-Aulosira fertilissima,48
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Passifloraceae-Adenia-Adenia fruticosa,48
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Senecio-Senecio nebrodensis,48
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Berberidaceae-Dysosma-Dysosma versipellis,48
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Sphaerophysa-Sphaerophysa salsula,48
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces amakusaensis,48
Metazoa-Arthropoda-Insecta-Coleoptera-Dytiscidae-Cybister-Cybister lateralimarginalis,48
Fungi-Ascomycota-Eurotiomycetes-Onygenales-Arthrodermataceae-Trichophyton-Trichophyton mentagrophytes,48
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ericaceae-Rhododendron-Rhododendron farrerae,48
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Helichrysum-Helichrysum platypterum,48
Fungi-Ascomycota-Lecanoromycetes-Lecanorales-Parmeliaceae-Xanthoparmelia-Xanthoparmelia subincerta,48
Metazoa-Mollusca-Gastropoda-Neogastropoda-Buccinidae-Kelletia-Kelletia kelletii,48
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Crossostephium-Artemisia chinensis,48
Viridiplantae-Streptophyta-Magnoliopsida-Piperales-Piperaceae-Piper-Piper caninum,48
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Senecio-Senecio madagascariensis,48
Viridiplantae-Streptophyta-Magnoliopsida-Caryophyllales-Polygonaceae-Bistorta-Bistorta vivipara,48
Fungi-Ascomycota-Sordariomycetes-Hypocreales-Clavicipitaceae-nan-Torrubiella hemipterigena,48
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Rubiaceae-Nauclea-Nauclea diderrichii,48
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Lamiaceae-Gomphostemma-Gomphostemma crinitum,48
Metazoa-Chordata-Actinopteri-Gobiiformes-Gobiidae-Rhinogobius-Rhinogobius brunneus,48
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rosaceae-Prunus-Prunus davidiana,48
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Malpighiaceae-Banisteriopsis-Banisteriopsis caapi,48
Viridiplantae-Streptophyta-Magnoliopsida-Geraniales-Geraniaceae-Pelargonium-Pelargonium x hortorum,48
Viridiplantae-Streptophyta-Magnoliopsida-Laurales-Monimiaceae-Peumus-Peumus boldus,48
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces cyaneofuscatus,48
Viridiplantae-Streptophyta-Magnoliopsida-Arecales-Arecaceae-Trachycarpus-Trachycarpus fortunei,48
Viridiplantae-Streptophyta-Magnoliopsida-Rosales-Rosaceae-Potentilla-Potentilla erecta,48
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Crepidiastrum-Crepidiastrum lanceolatum,48
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Amaryllidaceae-Allium-Allium giganteum,48
Viridiplantae-Streptophyta-Pinopsida-Cupressales-Cupressaceae-Callitris-Callitris drummondii,48
Viridiplantae-Streptophyta-Magnoliopsida-Fagales-Fagaceae-Castanopsis-Castanopsis fissa,48
Viridiplantae-Streptophyta-Magnoliopsida-Ranunculales-Ranunculaceae-Clematis-Clematis delavayi,48
Viridiplantae-Streptophyta-Magnoliopsida-Boraginales-Boraginaceae-Echium-Echium plantagineum,48
nan-nan-Phaeophyceae-Fucales-Fucaceae-Fucus-Fucus vesiculosus,48
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Sapotaceae-Manilkara-Manilkara bidentata,48
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Rutaceae-Melicope-Evodia lepta,48
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Rubiaceae-Oxyanthus-Oxyanthus speciosus,48
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Artemisia-Artemisia tournefortiana,48
Bacillati-Cyanobacteriota-Cyanophyceae-Nostocales-Calotrichaceae-Calothrix-Calothrix brevissima,47
Viridiplantae-Streptophyta-Magnoliopsida-Malpighiales-Calophyllaceae-Mammea-Mammea siamensis,47
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Gonospermum-Gonospermum fruticosum,47
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces lincolnensis,47
Fungi-Ascomycota-Sordariomycetes-Hypocreales-Clavicipitaceae-Ustilaginoidea-Ustilaginoidea virens,47
Viridiplantae-Streptophyta-Pinopsida-Pinales-Pinaceae-Pinus-Pinus yunnanensis,47
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Campanulaceae-Campanula-Campanula persicifolia,47
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Castanospermum-Castanospermum australe,47
Viridiplantae-Streptophyta-Magnoliopsida-Poales-Cyperaceae-Cyperus-Cyperus haspan,47
Viridiplantae-Streptophyta-Magnoliopsida-Gentianales-Rubiaceae-Fleroya-Fleroya rubrostipulata,47
Viridiplantae-Streptophyta-Magnoliopsida-Asterales-Asteraceae-Centaurea-Centaurea jacea,47
Metazoa-Arthropoda-Insecta-Coleoptera-Dermestidae-Trogoderma-Trogoderma granarium,47
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Phrymaceae-Diplacus-Diplacus longiflorus,47
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Lupinus-Lupinus texensis,47
Viridiplantae-Streptophyta-Bryopsida-Bryales-Bryaceae-Ptychostomum-Rosulabryum capillare,47
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Phrymaceae-Diplacus-Diplacus aurantiacus,47
Viridiplantae-Streptophyta-Magnoliopsida-Apiales-Apiaceae-Angelica-Angelica genuflexa,47
Viridiplantae-Streptophyta-Magnoliopsida-Sapindales-Meliaceae-Aglaia-Aglaia australiensis,47
Viridiplantae-Streptophyta-Magnoliopsida-Austrobaileyales-Schisandraceae-Illicium-Illicium oligandrum,47
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Mimosa-Mimosa pudica,47
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Hedysarum-Hedysarum alpinum,47
Thermotogati-Deinococcota-Deinococci-Thermales-Thermaceae-Thermus-Thermus thermophilus,47
Viridiplantae-Streptophyta-Magnoliopsida-Cucurbitales-Cucurbitaceae-Echinopepon-Echinopepon bigelovii,47
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Iridaceae-Iris-Iris sanguinea,47
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Parkinsonia-Parkinsonia aculeata,47
Viridiplantae-Streptophyta-Magnoliopsida-Fabales-Fabaceae-Canavalia-Canavalia ensiformis,47
Viridiplantae-Streptophyta-Magnoliopsida-Asparagales-Orchidaceae-Dendrobium-Dendrobium thyrsiflorum,47
Bacillati-Actinomycetota-Actinomycetes-Kitasatosporales-Streptomycetaceae-Streptomyces-Streptomyces scabiei,47
Viridiplantae-Streptophyta-Magnoliopsida-Solanales-Convolvulaceae-Cuscuta-Cuscuta reflexa,47
Viridiplantae-Streptophyta-Pinopsida-Cupressales-Cupressaceae-Libocedrus-Libocedrus yateensis,47
Viridiplantae-Streptophyta-Magnoliopsida-Cornales-Cornaceae-Alangium-Alangium chinense,47
Viridiplantae-Streptophyta-Magnoliopsida-Myrtales-Myrtaceae-Corymbia-Corymbia maculata,47
Viridiplantae-Streptophyta-Magnoliopsida-Ericales-Ebenaceae-Diospyros-Diospyros dendo,47
Metazoa-Chordata-Amphibia-Anura-Mantellidae-Mantella-Mantella baroni,47
Viridiplantae-Streptophyta-Magnoliopsida-Lamiales-Oleaceae-Ligustrum-Ligustrum japonicum,47
